0.99,0.99,1,600,0.0,0.0,0.2,0.0
0.99,0.99,1,600,0.0,0.0,0.2,1.0
0.99,0.99,1,600,80.0,0.0,0.2,0.0
0.99,0.99,1,600,80.0,0.0,0.2,1.0
0.99,0.99,0.5,600,0.0,0.0,0.2,0.0
0.99,0.99,0.5,600,0.0,0.0,0.2,1.0
0.99,0.99,0.5,600,80.0,0.0,0.2,0.0
0.99,0.99,0.5,600,80.0,0.0,0.2,1.0
0.99,0.99,0.25,600,0.0,0.0,0.2,0.0
0.99,0.99,0.25,600,0.0,0.0,0.2,1.0
0.99,0.99,0.25,600,80.0,0.0,0.2,0.0
0.99,0.99,0.25,600,80.0,0.0,0.2,1.0
0.99,0.95,1,600,0.0,0.0,0.2,0.0
0.99,0.95,1,600,0.0,0.0,0.2,1.0
0.99,0.95,1,600,80.0,0.0,0.2,0.0
0.99,0.95,1,600,80.0,0.0,0.2,1.0
0.99,0.95,0.5,600,0.0,0.0,0.2,0.0
0.99,0.95,0.5,600,0.0,0.0,0.2,1.0
0.99,0.95,0.5,600,80.0,0.0,0.2,0.0
0.99,0.95,0.5,600,80.0,0.0,0.2,1.0
0.99,0.95,0.25,600,0.0,0.0,0.2,0.0
0.99,0.95,0.25,600,0.0,0.0,0.2,1.0
0.99,0.95,0.25,600,80.0,0.0,0.2,0.0
0.99,0.95,0.25,600,80.0,0.0,0.2,1.0
0.99,0.9,1,600,0.0,0.0,0.2,0.0
0.99,0.9,1,600,0.0,0.0,0.2,1.0
0.99,0.9,1,600,80.0,0.0,0.2,0.0
0.99,0.9,1,600,80.0,0.0,0.2,1.0
0.99,0.9,0.5,600,0.0,0.0,0.2,0.0
0.99,0.9,0.5,600,0.0,0.0,0.2,1.0
0.99,0.9,0.5,600,80.0,0.0,0.2,0.0
0.99,0.9,0.5,600,80.0,0.0,0.2,1.0
0.99,0.9,0.25,600,0.0,0.0,0.2,0.0
0.99,0.9,0.25,600,0.0,0.0,0.2,1.0
0.99,0.9,0.25,600,80.0,0.0,0.2,0.0
0.99,0.9,0.25,600,80.0,0.0,0.2,1.0
0.9,0.99,1,600,0.0,0.0,0.2,0.0
0.9,0.99,1,600,0.0,0.0,0.2,1.0
0.9,0.99,1,600,80.0,0.0,0.2,0.0
0.9,0.99,1,600,80.0,0.0,0.2,1.0
0.9,0.99,0.5,600,0.0,0.0,0.2,0.0
0.9,0.99,0.5,600,0.0,0.0,0.2,1.0
0.9,0.99,0.5,600,80.0,0.0,0.2,0.0
0.9,0.99,0.5,600,80.0,0.0,0.2,1.0
0.9,0.99,0.25,600,0.0,0.0,0.2,0.0
0.9,0.99,0.25,600,0.0,0.0,0.2,1.0
0.9,0.99,0.25,600,80.0,0.0,0.2,0.0
0.9,0.99,0.25,600,80.0,0.0,0.2,1.0
0.9,0.95,1,600,0.0,0.0,0.2,0.0
0.9,0.95,1,600,0.0,0.0,0.2,1.0
0.9,0.95,1,600,80.0,0.0,0.2,0.0
0.9,0.95,1,600,80.0,0.0,0.2,1.0
0.9,0.95,0.5,600,0.0,0.0,0.2,0.0
0.9,0.95,0.5,600,0.0,0.0,0.2,1.0
0.9,0.95,0.5,600,80.0,0.0,0.2,0.0
0.9,0.95,0.5,600,80.0,0.0,0.2,1.0
0.9,0.95,0.25,600,0.0,0.0,0.2,0.0
0.9,0.95,0.25,600,0.0,0.0,0.2,1.0
0.9,0.95,0.25,600,80.0,0.0,0.2,0.0
0.9,0.95,0.25,600,80.0,0.0,0.2,1.0
0.9,0.9,1,600,0.0,0.0,0.2,0.0
0.9,0.9,1,600,0.0,0.0,0.2,1.0
0.9,0.9,1,600,80.0,0.0,0.2,0.0
0.9,0.9,1,600,80.0,0.0,0.2,1.0
0.9,0.9,0.5,600,0.0,0.0,0.2,0.0
0.9,0.9,0.5,600,0.0,0.0,0.2,1.0
0.9,0.9,0.5,600,80.0,0.0,0.2,0.0
